age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G3,school_MS,sex_M,address_U,famsize_LE3,Pstatus_T,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes,attendance_rate,pass_binary,risk_category,study_efficiency,has_failures,family_edu_avg,family_edu_max
15,1,2,1,2,0,3,2,3,1,2,1,0,14,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,1.0,1,Low_Risk,4.666666666666667,0,1.5,2
15,2,2,1,4,0,5,5,4,1,2,5,6,13,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,True,False,0.6,1,Medium_Risk,2.666666666666667,0,2.0,2
16,2,4,2,2,0,4,2,2,1,2,5,2,13,False,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,0.8666666666666667,1,Medium_Risk,4.333333333333333,0,3.0,4
16,4,4,1,1,0,3,4,4,1,4,5,4,13,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False,0.7333333333333334,1,Medium_Risk,6.333333333333333,0,4.0,4
16,2,2,1,2,0,5,4,4,1,1,5,0,11,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,True,1.0,1,Medium_Risk,3.777777777777778,0,2.0,2
15,3,4,1,1,0,5,5,5,3,2,5,2,9,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,True,False,0.8666666666666667,0,High_Risk,4.5,0,3.5,4
15,3,4,1,2,0,5,3,2,1,1,1,0,11,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,True,True,True,1.0,1,Medium_Risk,3.5555555555555554,0,3.5,4
19,0,1,1,2,2,3,4,2,1,1,5,0,11,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,1.0,1,Medium_Risk,3.3333333333333335,1,0.5,1
16,4,4,1,1,0,3,5,5,2,5,4,8,15,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False,0.4666666666666667,1,Low_Risk,7.166666666666667,0,4.0,4
16,2,3,2,3,0,3,2,3,2,2,1,4,13,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,0.7333333333333334,1,Medium_Risk,3.1666666666666665,0,2.5,3
15,3,4,2,3,0,4,2,2,2,2,5,0,12,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,1.0,1,Medium_Risk,2.75,0,3.5,4
18,2,1,1,2,3,5,4,5,1,3,5,10,8,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,0.33333333333333337,0,High_Risk,3.0,1,1.5,2
17,2,1,3,1,0,3,2,2,1,2,5,8,11,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,0.4666666666666667,1,Medium_Risk,5.333333333333333,0,1.5,2
15,1,1,3,1,0,4,3,3,1,2,4,6,13,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,0.6,1,Medium_Risk,6.0,0,1.0,1
17,2,2,1,1,0,3,4,4,1,3,5,2,12,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,0.8666666666666667,1,Medium_Risk,6.166666666666667,0,2.0,2
16,3,4,1,1,0,3,2,1,1,4,5,12,14,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,0.19999999999999996,1,Low_Risk,7.0,0,3.5,4
16,2,1,4,1,0,3,2,1,1,1,2,4,11,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,0.7333333333333334,1,Medium_Risk,4.833333333333333,0,1.5,2
16,2,2,1,1,1,5,3,4,1,1,5,12,11,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,0.19999999999999996,1,Medium_Risk,5.833333333333333,1,2.0,2
15,3,4,4,2,0,5,3,3,1,1,5,2,11,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,0.8666666666666667,1,Medium_Risk,3.777777777777778,0,3.5,4
15,4,4,1,3,0,4,3,3,1,1,5,4,15,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,0.7333333333333334,1,Low_Risk,3.5,0,4.0,4
17,3,4,3,2,0,5,4,5,2,4,5,2,10,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,0.8666666666666667,1,Medium_Risk,3.222222222222222,0,3.5,4
16,1,1,4,2,0,5,1,3,1,1,3,0,13,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,1.0,1,Medium_Risk,4.444444444444445,0,1.0,1
18,3,1,2,1,0,3,3,4,4,5,4,2,12,False,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,True,0.8666666666666667,1,Medium_Risk,5.666666666666667,0,2.0,3
18,3,2,1,3,0,4,3,3,5,1,5,10,11,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,0.33333333333333337,1,Medium_Risk,2.8333333333333335,0,2.5,3
16,1,1,2,1,0,3,3,3,1,2,1,8,11,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,True,True,False,True,0.4666666666666667,1,Medium_Risk,5.666666666666667,0,1.0,1
16,3,3,2,1,0,4,3,2,1,1,5,4,10,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,0.7333333333333334,1,Medium_Risk,4.666666666666667,0,3.0,3
16,1,1,1,2,2,4,4,4,1,3,5,0,10,False,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,1.0,1,Medium_Risk,3.3333333333333335,1,1.0,1
15,4,4,2,1,0,4,3,2,1,1,5,6,14,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False,0.6,1,Low_Risk,6.833333333333333,0,4.0,4
15,1,1,3,1,1,5,5,5,1,1,1,2,9,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,0.8666666666666667,0,High_Risk,4.333333333333333,1,1.0,1
15,4,3,2,4,0,2,2,2,1,1,3,6,11,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,True,False,0.6,1,Medium_Risk,2.066666666666667,0,3.5,4
15,3,3,1,2,0,1,3,2,2,3,1,15,9,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,0.0,0,High_Risk,2.888888888888889,0,3.0,3
16,4,4,1,3,0,5,3,3,1,3,5,0,13,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False,1.0,1,Medium_Risk,3.4166666666666665,0,4.0,4
16,2,2,2,1,0,2,3,3,2,2,2,4,11,False,True,True,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,True,True,False,0.7333333333333334,1,Medium_Risk,5.666666666666667,0,2.0,2
15,4,4,1,3,0,4,2,2,1,1,5,2,13,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False,0.8666666666666667,1,Medium_Risk,3.25,0,4.0,4
16,1,1,1,1,0,3,4,4,3,3,1,4,11,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,0.7333333333333334,1,Medium_Risk,5.333333333333333,0,1.0,1
17,2,1,1,1,0,5,4,5,1,2,5,15,6,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,False,0.0,0,High_Risk,3.6666666666666665,0,1.5,2
15,1,1,1,2,0,4,4,2,1,2,5,0,12,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,1.0,1,Medium_Risk,4.0,0,1.0,1
15,2,1,2,1,0,4,4,2,1,1,5,0,10,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,True,True,1.0,1,Medium_Risk,5.166666666666667,0,1.5,2
15,3,2,1,2,1,3,3,2,1,1,3,2,11,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,True,False,0.8666666666666667,1,Medium_Risk,3.6666666666666665,1,2.5,3
15,1,2,1,2,0,4,3,2,1,1,5,6,13,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,0.6,1,Medium_Risk,4.222222222222222,0,1.5,2
15,1,2,1,2,0,2,3,4,2,4,1,6,11,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.6,1,Medium_Risk,3.6666666666666665,0,1.5,2
16,4,4,1,1,0,3,3,2,2,1,5,15,8,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,0.0,0,High_Risk,4.333333333333333,0,4.0,4
15,2,1,4,1,0,4,5,5,2,5,5,0,11,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,1.0,1,Medium_Risk,5.666666666666667,0,1.5,2
18,1,1,1,1,2,2,3,5,2,5,4,0,0,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,1.0,0,High_Risk,3.3333333333333335,1,1.0,1
16,2,1,1,1,1,4,4,4,3,5,5,6,10,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,0.6,1,Medium_Risk,4.833333333333333,1,1.5,2
15,3,3,2,3,0,4,2,1,2,3,3,2,13,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,0.8666666666666667,1,Medium_Risk,3.25,0,3.0,3
19,3,2,1,1,0,4,5,4,1,1,4,6,11,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,0.6,1,Medium_Risk,5.166666666666667,0,2.5,3
17,4,4,1,1,0,4,2,1,1,1,4,0,13,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,True,False,True,1.0,1,Medium_Risk,6.5,0,4.0,4
15,2,3,1,2,0,4,4,4,1,1,1,0,8,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,True,True,False,False,1.0,0,High_Risk,2.555555555555556,0,2.5,3
17,1,2,1,1,3,2,2,2,3,3,5,14,10,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,0.06666666666666665,1,Medium_Risk,4.5,1,1.5,2
18,1,1,3,1,3,5,2,5,1,5,4,6,11,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,0.6,1,Medium_Risk,5.333333333333333,1,1.0,1
16,2,2,3,1,0,4,2,2,1,2,3,4,11,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.7333333333333334,1,Medium_Risk,5.5,0,2.0,2
16,3,3,1,2,1,4,5,5,4,4,5,0,1,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,1.0,0,High_Risk,2.3333333333333335,1,3.0,3
16,1,2,2,1,2,4,4,5,3,5,5,0,10,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,1.0,1,Medium_Risk,4.5,1,1.5,2
17,2,1,2,1,1,3,3,2,2,2,5,8,9,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,0.4666666666666667,0,High_Risk,4.166666666666667,1,1.5,2
17,3,2,2,2,2,4,4,4,1,4,3,4,8,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,True,True,True,0.7333333333333334,0,High_Risk,2.3333333333333335,1,2.5,3
15,1,2,2,1,0,4,4,4,2,4,5,2,10,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,0.8666666666666667,1,Medium_Risk,4.5,0,1.5,2
16,1,3,1,1,1,5,3,3,1,4,2,2,8,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.8666666666666667,0,High_Risk,4.166666666666667,1,2.0,3
17,1,1,4,2,0,5,3,5,1,5,5,0,8,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,1.0,0,High_Risk,2.6666666666666665,0,1.0,1
17,3,2,2,1,3,4,5,2,1,1,2,10,8,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,0.33333333333333337,0,High_Risk,3.8333333333333335,1,2.5,3
16,2,2,1,2,0,4,3,5,2,4,4,0,11,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1.0,1,Medium_Risk,3.3333333333333335,0,2.0,2
16,4,2,1,2,0,4,2,3,1,1,3,0,18,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,1.0,1,Low_Risk,5.777777777777778,0,3.0,4
16,2,2,1,2,0,5,1,5,1,1,4,0,13,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,1.0,1,Medium_Risk,4.111111111111112,0,2.0,2
16,4,4,1,2,0,4,4,2,1,1,3,0,17,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,True,1.0,1,Low_Risk,5.444444444444444,0,4.0,4
16,3,4,3,1,1,3,4,5,2,4,2,4,10,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,0.7333333333333334,1,Medium_Risk,4.666666666666667,1,3.5,4
16,1,0,2,2,0,4,3,2,1,1,3,0,18,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,True,True,True,1.0,1,Low_Risk,5.666666666666667,0,0.5,1
17,4,4,1,2,0,4,4,4,1,3,5,0,10,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,True,True,True,False,1.0,1,Medium_Risk,3.3333333333333335,0,4.0,4
16,1,3,1,2,0,4,3,5,1,1,3,0,13,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,True,True,1.0,1,Medium_Risk,4.444444444444445,0,2.0,3
16,3,3,2,2,0,4,4,5,1,1,4,0,15,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,True,True,False,1.0,1,Low_Risk,4.777777777777778,0,3.0,3
17,4,3,2,2,0,4,4,4,4,4,4,0,11,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,1.0,1,Medium_Risk,3.5555555555555554,0,3.5,4
16,2,2,2,2,0,3,4,4,1,4,5,0,14,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,1.0,1,Low_Risk,4.333333333333333,0,2.0,2
17,3,3,1,2,0,4,3,4,1,4,4,4,10,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,0.7333333333333334,1,Medium_Risk,3.3333333333333335,0,3.0,3
16,4,2,1,1,0,4,3,3,3,4,3,8,11,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,True,True,True,True,0.4666666666666667,1,Medium_Risk,5.0,0,3.0,4
17,4,3,1,2,0,5,2,3,1,1,2,4,13,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,0.7333333333333334,1,Medium_Risk,3.888888888888889,0,3.5,4
16,4,3,1,2,0,3,4,3,2,3,3,4,11,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,True,True,True,True,False,0.7333333333333334,1,Medium_Risk,3.5555555555555554,0,3.5,4
16,3,3,1,2,0,4,2,3,1,2,3,0,13,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,True,True,True,1.0,1,Medium_Risk,4.0,0,3.0,3
17,2,4,1,2,0,5,4,2,2,3,5,0,17,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,False,1.0,1,Low_Risk,5.777777777777778,0,3.0,4
17,3,3,1,2,0,5,3,3,2,3,1,15,14,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,True,True,True,0.0,1,Low_Risk,4.555555555555555,0,3.0,3
16,3,2,1,2,0,1,2,2,1,2,1,8,16,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,0.4666666666666667,1,Low_Risk,5.0,0,2.5,3
17,3,3,1,2,0,4,3,4,2,3,4,6,14,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,True,True,True,0.6,1,Low_Risk,4.222222222222222,0,3.0,3
16,1,2,1,1,0,3,3,3,1,2,3,0,11,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,True,True,True,1.0,1,Medium_Risk,5.0,0,1.5,2
16,2,1,1,2,0,4,2,3,1,2,5,0,16,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,1.0,1,Low_Risk,4.777777777777778,0,1.5,2
17,3,3,1,2,0,3,3,3,1,3,3,10,14,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,True,True,0.33333333333333337,1,Low_Risk,4.333333333333333,0,3.0,3
17,1,2,1,2,0,3,1,3,1,5,3,6,10,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,0.6,1,Medium_Risk,3.111111111111111,0,1.5,2
16,2,3,1,2,0,4,3,3,1,1,2,6,13,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False,0.6,1,Medium_Risk,4.111111111111112,0,2.5,3
17,1,1,1,2,0,5,3,3,1,1,3,0,12,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,1.0,1,Medium_Risk,3.888888888888889,0,1.0,1
17,1,2,2,2,0,4,4,4,4,5,5,15,12,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,True,False,0.0,1,Medium_Risk,3.6666666666666665,0,1.5,2
16,3,3,1,1,0,4,3,2,3,4,5,0,10,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,True,True,True,False,1.0,1,Medium_Risk,5.166666666666667,0,3.0,3
16,2,3,2,1,0,5,3,3,1,1,3,0,12,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,1.0,1,Medium_Risk,6.166666666666667,0,2.5,3
17,2,4,1,2,0,4,3,2,1,1,5,8,16,False,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,0.4666666666666667,1,Low_Risk,5.0,0,3.0,4
17,4,4,1,1,0,5,2,3,1,2,5,4,14,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False,0.7333333333333334,1,Low_Risk,6.666666666666667,0,4.0,4
16,3,3,3,1,0,3,3,4,3,5,3,15,12,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,0.0,1,Medium_Risk,5.5,0,3.0,3
17,4,4,2,1,1,4,2,4,2,3,2,15,16,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,True,False,0.0,1,Low_Risk,7.5,1,4.0,4
16,4,4,1,2,0,4,5,2,1,2,3,0,11,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,True,False,1.0,1,Medium_Risk,3.5555555555555554,0,4.0,4
16,4,3,1,2,0,4,3,5,1,5,2,2,15,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,True,True,False,0.8666666666666667,1,Low_Risk,4.777777777777778,0,3.5,4
16,2,3,1,2,0,4,4,3,1,3,4,4,12,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,True,True,False,True,True,True,False,False,0.7333333333333334,1,Medium_Risk,3.888888888888889,0,2.5,3
17,1,1,1,2,0,4,4,4,1,3,1,0,15,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1.0,1,Low_Risk,4.888888888888888,0,1.0,1
17,2,2,1,1,0,5,3,2,1,2,3,15,13,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,0.0,1,Medium_Risk,6.5,0,2.0,2
16,2,2,2,4,0,5,3,5,1,1,5,6,13,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,0.6,1,Medium_Risk,2.6,0,2.0,2
17,3,4,1,3,1,4,4,3,3,4,5,14,8,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,True,True,True,0.06666666666666665,0,High_Risk,2.0833333333333335,1,3.5,4
16,3,1,1,2,0,2,3,3,2,2,4,2,12,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,0.8666666666666667,1,Medium_Risk,3.777777777777778,0,2.0,3
16,4,3,1,2,0,1,3,2,1,1,1,4,15,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,0.7333333333333334,1,Low_Risk,4.888888888888888,0,3.5,4
16,1,1,2,1,0,4,3,2,1,4,5,2,13,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,0.8666666666666667,1,Medium_Risk,6.333333333333333,0,1.0,1
17,4,3,2,3,0,4,4,2,1,1,4,0,12,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,True,True,True,True,1.0,1,Medium_Risk,2.9166666666666665,0,3.5,4
19,3,3,1,4,0,4,3,3,1,2,3,4,12,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False,0.7333333333333334,1,Medium_Risk,2.4,0,3.0,3
17,4,4,1,2,0,5,3,5,4,5,3,15,12,False,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,0.0,1,Medium_Risk,4.111111111111112,0,4.0,4
16,2,2,1,2,0,3,3,4,1,1,4,0,13,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,True,False,False,True,True,True,False,1.0,1,Medium_Risk,4.333333333333333,0,2.0,2
18,2,2,1,2,0,4,4,4,2,4,5,10,11,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,True,True,False,0.33333333333333337,1,Medium_Risk,3.777777777777778,0,2.0,2
17,4,4,1,1,0,5,2,1,1,2,3,6,11,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,0.6,1,Medium_Risk,5.666666666666667,0,4.0,4
17,3,2,2,2,0,4,4,4,1,3,1,2,15,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,0.8666666666666667,1,Low_Risk,5.0,0,2.5,3
17,4,3,1,2,0,3,4,5,2,4,1,15,10,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,0.0,1,Medium_Risk,3.3333333333333335,0,3.5,4
18,3,3,1,2,0,3,2,4,2,4,4,10,10,False,True,True,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,False,0.33333333333333337,1,Medium_Risk,3.3333333333333335,0,3.0,3
17,2,3,2,1,0,3,3,3,1,4,3,4,13,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,0.7333333333333334,1,Medium_Risk,6.333333333333333,0,2.5,3
17,2,2,1,3,0,4,3,3,1,1,4,0,13,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False,1.0,1,Medium_Risk,3.0833333333333335,0,2.0,2
17,2,1,2,2,0,4,2,5,1,2,5,0,11,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,True,True,True,False,1.0,1,Medium_Risk,3.5555555555555554,0,1.5,2
17,1,1,1,3,0,4,3,4,1,1,5,12,12,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,True,False,True,0.19999999999999996,1,Medium_Risk,3.0,0,1.0,1
16,2,3,1,2,0,2,3,1,1,1,3,0,14,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,1.0,1,Low_Risk,4.444444444444445,0,2.5,3
18,2,2,2,2,3,3,3,3,5,5,4,9,10,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,True,False,0.4,1,Medium_Risk,3.222222222222222,1,2.0,2
16,4,4,1,3,0,5,3,2,1,1,5,4,16,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,True,False,0.7333333333333334,1,Low_Risk,3.9166666666666665,0,4.0,4
18,3,1,1,2,0,5,3,3,1,1,4,4,8,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,True,True,True,0.7333333333333334,0,High_Risk,2.6666666666666665,0,2.0,3
17,3,2,1,2,0,5,3,4,1,3,3,2,17,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,0.8666666666666667,1,Low_Risk,5.777777777777778,0,2.5,3
17,2,3,1,2,0,5,3,3,1,3,3,0,11,False,True,True,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,1.0,1,Medium_Risk,3.5555555555555554,0,2.5,3
18,2,1,4,2,0,4,3,2,4,5,3,2,11,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,True,True,True,0.8666666666666667,1,Medium_Risk,3.3333333333333335,0,1.5,2
